id,question_type,question,closest_source,layer,thinking_answer_cosine_distance,thinking_answer_cosine_similarity,thinking_token_count,answer_token_count
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,15,0.060974,0.939026,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,16,0.05591,0.94409,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,17,0.085541,0.914459,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,18,0.083222,0.916778,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,19,0.067379,0.932621,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,20,0.07394,0.92606,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,21,0.061502,0.938498,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,22,0.058758,0.941242,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,23,0.07383,0.92617,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,24,0.059369,0.940631,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,25,0.054566,0.945434,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,26,0.051051,0.948949,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,27,0.045833,0.954167,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,28,0.04713,0.95287,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,29,0.041154,0.958846,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,30,0.032339,0.967661,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,31,0.035686,0.964314,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,32,0.029109,0.970891,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,33,0.030948,0.969052,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,34,0.022943,0.977057,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,35,0.013689,0.986311,1153,750
2,causal_multiscale_reasoning,"You are given a polymer network formed by mixing a rigid, short cross-linker that increases network ",qwen_thinking,36,0.279962,0.720038,1153,750
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,0,0.069401,0.930599,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,1,0.005786,0.994214,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,2,0.006246,0.993754,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,3,0.010761,0.989239,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,4,0.015863,0.984137,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,5,0.012363,0.987637,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,6,0.010746,0.989254,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,7,0.04104,0.95896,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,8,0.037645,0.962355,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,9,0.037637,0.962363,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,10,0.036776,0.963224,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,11,0.035187,0.964813,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,12,0.035815,0.964185,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,13,0.033687,0.966313,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,14,0.032235,0.967765,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,15,0.030585,0.969415,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,16,0.030597,0.969403,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,17,0.03561,0.96439,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,18,0.04293,0.95707,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,19,0.039702,0.960298,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,20,0.062262,0.937738,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,21,0.051632,0.948368,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,22,0.053463,0.946537,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,23,0.075038,0.924962,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,24,0.066244,0.933756,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,25,0.060335,0.939665,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,26,0.056389,0.943611,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,27,0.051514,0.948486,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,28,0.052015,0.947985,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,29,0.045308,0.954692,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,30,0.035179,0.964821,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,31,0.036866,0.963134,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,32,0.029832,0.970168,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,33,0.029966,0.970034,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,34,0.022472,0.977528,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,35,0.012673,0.987327,2344,529
3,hidden_variable_identification,You are given a system of polymer chains grafted onto rigid particles. Increasing grafting density i,graph_patterns,36,0.210692,0.789308,2344,529
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,0,0.082824,0.917176,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,1,0.008326,0.991674,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,2,0.00846,0.99154,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,3,0.012861,0.987139,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,4,0.01769,0.98231,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,5,0.013845,0.986155,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,6,0.012458,0.987542,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,7,0.055506,0.944494,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,8,0.048417,0.951583,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,9,0.046162,0.953838,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,10,0.045271,0.954729,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,11,0.040595,0.959405,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,12,0.038506,0.961494,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,13,0.03449,0.96551,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,14,0.033353,0.966647,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,15,0.031238,0.968762,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,16,0.031389,0.968611,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,17,0.044508,0.955492,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,18,0.048032,0.951968,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,19,0.042151,0.957849,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,20,0.053518,0.946482,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,21,0.046803,0.953197,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,22,0.048463,0.951537,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,23,0.061631,0.938369,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,24,0.053486,0.946514,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,25,0.049533,0.950467,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,26,0.044282,0.955718,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,27,0.042335,0.957665,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,28,0.042215,0.957785,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,29,0.03652,0.96348,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,30,0.029066,0.970934,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,31,0.031846,0.968154,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,32,0.025812,0.974188,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,33,0.027239,0.972761,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,34,0.020308,0.979692,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,35,0.011846,0.988154,1955,598
4,model_abstraction_and_breakdown,A generative model maps between protein sequences and mechanical properties. Construct a causal inte,graph_graph,36,0.212248,0.787752,1955,598
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,0,0.148914,0.851086,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,1,0.010328,0.989672,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,2,0.010962,0.989038,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,3,0.013705,0.986295,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,4,0.018098,0.981902,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,5,0.014237,0.985763,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,6,0.01204,0.98796,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,7,0.041244,0.958756,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,8,0.037275,0.962725,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,9,0.036536,0.963464,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,10,0.035974,0.964026,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,11,0.033257,0.966743,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,12,0.03237,0.96763,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,13,0.029948,0.970052,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,14,0.029204,0.970796,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,15,0.028188,0.971812,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,16,0.027304,0.972696,2420,854
5,tradeoff_and_non_monotonicity,You are designing a cross-linked polymer network to maximize stiffness while maintaining strong glas,graph_graph,17,0.041636,0.958364,2420,854
