id,question_type,closest_source,layer,span_type,category,probability_mass
1,cross_domain_mapping,qwen_thinking,36,answer,uncertainty,0.00012496
1,cross_domain_mapping,qwen_thinking,36,answer,contrast,8.986e-05
2,causal_multiscale_reasoning,qwen_thinking,6,thinking,reasoning,0.00024472
2,causal_multiscale_reasoning,qwen_thinking,6,thinking,answer,0.00020052
2,causal_multiscale_reasoning,qwen_thinking,6,thinking,causal,0.00018324
2,causal_multiscale_reasoning,qwen_thinking,6,thinking,uncertainty,0.00017158
2,causal_multiscale_reasoning,qwen_thinking,6,thinking,contrast,0.00018114
2,causal_multiscale_reasoning,qwen_thinking,6,answer,reasoning,0.00021548
2,causal_multiscale_reasoning,qwen_thinking,6,answer,answer,0.00016813
2,causal_multiscale_reasoning,qwen_thinking,6,answer,causal,0.00018081
2,causal_multiscale_reasoning,qwen_thinking,6,answer,uncertainty,0.00015345
2,causal_multiscale_reasoning,qwen_thinking,6,answer,contrast,0.00015917
2,causal_multiscale_reasoning,qwen_thinking,7,thinking,reasoning,6e-08
2,causal_multiscale_reasoning,qwen_thinking,7,thinking,answer,1e-08
2,causal_multiscale_reasoning,qwen_thinking,7,thinking,causal,1.4e-07
2,causal_multiscale_reasoning,qwen_thinking,7,thinking,uncertainty,1.3e-07
2,causal_multiscale_reasoning,qwen_thinking,7,thinking,contrast,1.33e-06
2,causal_multiscale_reasoning,qwen_thinking,7,answer,reasoning,0.0002124
2,causal_multiscale_reasoning,qwen_thinking,7,answer,answer,0.0001652
2,causal_multiscale_reasoning,qwen_thinking,7,answer,causal,0.00017701
2,causal_multiscale_reasoning,qwen_thinking,7,answer,uncertainty,0.00014693
2,causal_multiscale_reasoning,qwen_thinking,7,answer,contrast,0.00016553
2,causal_multiscale_reasoning,qwen_thinking,8,thinking,reasoning,5e-08
2,causal_multiscale_reasoning,qwen_thinking,8,thinking,answer,1e-08
2,causal_multiscale_reasoning,qwen_thinking,8,thinking,causal,1.5e-07
2,causal_multiscale_reasoning,qwen_thinking,8,thinking,uncertainty,1.2e-07
2,causal_multiscale_reasoning,qwen_thinking,8,thinking,contrast,1.42e-06
2,causal_multiscale_reasoning,qwen_thinking,8,answer,reasoning,0.00019139
2,causal_multiscale_reasoning,qwen_thinking,8,answer,answer,0.00017821
2,causal_multiscale_reasoning,qwen_thinking,8,answer,causal,0.00018382
2,causal_multiscale_reasoning,qwen_thinking,8,answer,uncertainty,0.00014335
2,causal_multiscale_reasoning,qwen_thinking,8,answer,contrast,0.00015671
2,causal_multiscale_reasoning,qwen_thinking,9,thinking,reasoning,6e-08
2,causal_multiscale_reasoning,qwen_thinking,9,thinking,answer,1e-08
2,causal_multiscale_reasoning,qwen_thinking,9,thinking,causal,1.8e-07
2,causal_multiscale_reasoning,qwen_thinking,9,thinking,uncertainty,1.3e-07
2,causal_multiscale_reasoning,qwen_thinking,9,thinking,contrast,1.43e-06
2,causal_multiscale_reasoning,qwen_thinking,9,answer,reasoning,0.00018203
2,causal_multiscale_reasoning,qwen_thinking,9,answer,answer,0.00015995
2,causal_multiscale_reasoning,qwen_thinking,9,answer,causal,0.00018258
2,causal_multiscale_reasoning,qwen_thinking,9,answer,uncertainty,0.00014881
2,causal_multiscale_reasoning,qwen_thinking,9,answer,contrast,0.00014576
2,causal_multiscale_reasoning,qwen_thinking,10,thinking,reasoning,6e-08
2,causal_multiscale_reasoning,qwen_thinking,10,thinking,answer,1e-08
2,causal_multiscale_reasoning,qwen_thinking,10,thinking,causal,1.7e-07
2,causal_multiscale_reasoning,qwen_thinking,10,thinking,uncertainty,1.4e-07
2,causal_multiscale_reasoning,qwen_thinking,10,thinking,contrast,1.42e-06
2,causal_multiscale_reasoning,qwen_thinking,10,answer,reasoning,0.00016591
2,causal_multiscale_reasoning,qwen_thinking,10,answer,answer,0.00016983
2,causal_multiscale_reasoning,qwen_thinking,10,answer,causal,0.0001921
2,causal_multiscale_reasoning,qwen_thinking,10,answer,uncertainty,0.00016581
2,causal_multiscale_reasoning,qwen_thinking,10,answer,contrast,0.00014675
2,causal_multiscale_reasoning,qwen_thinking,35,thinking,reasoning,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,thinking,answer,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,thinking,causal,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,thinking,uncertainty,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,thinking,contrast,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,answer,reasoning,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,answer,answer,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,answer,causal,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,answer,uncertainty,0.0
2,causal_multiscale_reasoning,qwen_thinking,35,answer,contrast,0.0
2,causal_multiscale_reasoning,qwen_thinking,36,thinking,reasoning,0.00029671
2,causal_multiscale_reasoning,qwen_thinking,36,thinking,answer,0.00010346
2,causal_multiscale_reasoning,qwen_thinking,36,thinking,causal,8.29e-06
2,causal_multiscale_reasoning,qwen_thinking,36,thinking,uncertainty,1.599e-05
2,causal_multiscale_reasoning,qwen_thinking,36,thinking,contrast,0.00033566
2,causal_multiscale_reasoning,qwen_thinking,36,answer,reasoning,4.8e-07
2,causal_multiscale_reasoning,qwen_thinking,36,answer,answer,1.978e-05
2,causal_multiscale_reasoning,qwen_thinking,36,answer,causal,4.9e-07
2,causal_multiscale_reasoning,qwen_thinking,36,answer,uncertainty,1.66e-06
2,causal_multiscale_reasoning,qwen_thinking,36,answer,contrast,1.03e-06
3,hidden_variable_identification,graph_patterns,6,thinking,reasoning,0.00026144
3,hidden_variable_identification,graph_patterns,6,thinking,answer,0.00021799
3,hidden_variable_identification,graph_patterns,6,thinking,causal,0.00019545
3,hidden_variable_identification,graph_patterns,6,thinking,uncertainty,0.00017239
3,hidden_variable_identification,graph_patterns,6,thinking,contrast,0.000183
3,hidden_variable_identification,graph_patterns,6,answer,reasoning,0.00021461
3,hidden_variable_identification,graph_patterns,6,answer,answer,0.00016059
3,hidden_variable_identification,graph_patterns,6,answer,causal,0.00018385
3,hidden_variable_identification,graph_patterns,6,answer,uncertainty,0.00017306
3,hidden_variable_identification,graph_patterns,6,answer,contrast,0.00014928
3,hidden_variable_identification,graph_patterns,7,thinking,reasoning,7e-08
3,hidden_variable_identification,graph_patterns,7,thinking,answer,1e-08
3,hidden_variable_identification,graph_patterns,7,thinking,causal,1.6e-07
3,hidden_variable_identification,graph_patterns,7,thinking,uncertainty,1e-07
3,hidden_variable_identification,graph_patterns,7,thinking,contrast,1.49e-06
3,hidden_variable_identification,graph_patterns,7,answer,reasoning,0.0002169
3,hidden_variable_identification,graph_patterns,7,answer,answer,0.00015682
3,hidden_variable_identification,graph_patterns,7,answer,causal,0.00019103
3,hidden_variable_identification,graph_patterns,7,answer,uncertainty,0.00017125
3,hidden_variable_identification,graph_patterns,7,answer,contrast,0.00014636
3,hidden_variable_identification,graph_patterns,8,thinking,reasoning,6e-08
3,hidden_variable_identification,graph_patterns,8,thinking,answer,1e-08
3,hidden_variable_identification,graph_patterns,8,thinking,causal,1.8e-07
3,hidden_variable_identification,graph_patterns,8,thinking,uncertainty,8e-08
3,hidden_variable_identification,graph_patterns,8,thinking,contrast,1.6e-06
3,hidden_variable_identification,graph_patterns,8,answer,reasoning,0.00019478
3,hidden_variable_identification,graph_patterns,8,answer,answer,0.00015539
3,hidden_variable_identification,graph_patterns,8,answer,causal,0.00019741
3,hidden_variable_identification,graph_patterns,8,answer,uncertainty,0.00018615
3,hidden_variable_identification,graph_patterns,8,answer,contrast,0.00013798
3,hidden_variable_identification,graph_patterns,9,thinking,reasoning,7e-08
3,hidden_variable_identification,graph_patterns,9,thinking,answer,1e-08
3,hidden_variable_identification,graph_patterns,9,thinking,causal,1.9e-07
3,hidden_variable_identification,graph_patterns,9,thinking,uncertainty,8e-08
3,hidden_variable_identification,graph_patterns,9,thinking,contrast,1.44e-06
3,hidden_variable_identification,graph_patterns,9,answer,reasoning,0.0001934
3,hidden_variable_identification,graph_patterns,9,answer,answer,0.00013774
3,hidden_variable_identification,graph_patterns,9,answer,causal,0.00020647
3,hidden_variable_identification,graph_patterns,9,answer,uncertainty,0.00019276
3,hidden_variable_identification,graph_patterns,9,answer,contrast,0.00012843
3,hidden_variable_identification,graph_patterns,10,thinking,reasoning,7e-08
3,hidden_variable_identification,graph_patterns,10,thinking,answer,1e-08
3,hidden_variable_identification,graph_patterns,10,thinking,causal,1.8e-07
3,hidden_variable_identification,graph_patterns,10,thinking,uncertainty,8e-08
3,hidden_variable_identification,graph_patterns,10,thinking,contrast,1.48e-06
3,hidden_variable_identification,graph_patterns,10,answer,reasoning,0.00017655
3,hidden_variable_identification,graph_patterns,10,answer,answer,0.00013875
3,hidden_variable_identification,graph_patterns,10,answer,causal,0.0002122
3,hidden_variable_identification,graph_patterns,10,answer,uncertainty,0.00018839
3,hidden_variable_identification,graph_patterns,10,answer,contrast,0.00013246
3,hidden_variable_identification,graph_patterns,35,thinking,reasoning,0.0
3,hidden_variable_identification,graph_patterns,35,thinking,answer,0.0
3,hidden_variable_identification,graph_patterns,35,thinking,causal,0.0
3,hidden_variable_identification,graph_patterns,35,thinking,uncertainty,0.0
3,hidden_variable_identification,graph_patterns,35,thinking,contrast,0.0
3,hidden_variable_identification,graph_patterns,35,answer,reasoning,0.0
3,hidden_variable_identification,graph_patterns,35,answer,answer,0.0
3,hidden_variable_identification,graph_patterns,35,answer,causal,0.0
3,hidden_variable_identification,graph_patterns,35,answer,uncertainty,0.0
3,hidden_variable_identification,graph_patterns,35,answer,contrast,0.0
3,hidden_variable_identification,graph_patterns,36,thinking,reasoning,0.0001645
3,hidden_variable_identification,graph_patterns,36,thinking,answer,3.952e-05
3,hidden_variable_identification,graph_patterns,36,thinking,causal,5.33e-06
3,hidden_variable_identification,graph_patterns,36,thinking,uncertainty,1.477e-05
3,hidden_variable_identification,graph_patterns,36,thinking,contrast,7.207e-05
3,hidden_variable_identification,graph_patterns,36,answer,reasoning,2.181e-05
3,hidden_variable_identification,graph_patterns,36,answer,answer,0.00034622
3,hidden_variable_identification,graph_patterns,36,answer,causal,0.00011437
3,hidden_variable_identification,graph_patterns,36,answer,uncertainty,3.211e-05
3,hidden_variable_identification,graph_patterns,36,answer,contrast,8.62e-06
4,model_abstraction_and_breakdown,graph_graph,6,thinking,reasoning,0.00022411
4,model_abstraction_and_breakdown,graph_graph,6,thinking,answer,0.00018549
4,model_abstraction_and_breakdown,graph_graph,6,thinking,causal,0.00017234
4,model_abstraction_and_breakdown,graph_graph,6,thinking,uncertainty,0.00016396
4,model_abstraction_and_breakdown,graph_graph,6,thinking,contrast,0.00016951
4,model_abstraction_and_breakdown,graph_graph,6,answer,reasoning,0.00020176
4,model_abstraction_and_breakdown,graph_graph,6,answer,answer,0.00016109
4,model_abstraction_and_breakdown,graph_graph,6,answer,causal,0.00016759
4,model_abstraction_and_breakdown,graph_graph,6,answer,uncertainty,0.000157
4,model_abstraction_and_breakdown,graph_graph,6,answer,contrast,0.0001641
4,model_abstraction_and_breakdown,graph_graph,7,thinking,reasoning,5e-08
4,model_abstraction_and_breakdown,graph_graph,7,thinking,answer,1e-08
4,model_abstraction_and_breakdown,graph_graph,7,thinking,causal,1.2e-07
4,model_abstraction_and_breakdown,graph_graph,7,thinking,uncertainty,1e-07
4,model_abstraction_and_breakdown,graph_graph,7,thinking,contrast,1.3e-06
4,model_abstraction_and_breakdown,graph_graph,7,answer,reasoning,0.00019264
4,model_abstraction_and_breakdown,graph_graph,7,answer,answer,0.00015472
4,model_abstraction_and_breakdown,graph_graph,7,answer,causal,0.00016599
4,model_abstraction_and_breakdown,graph_graph,7,answer,uncertainty,0.00014798
4,model_abstraction_and_breakdown,graph_graph,7,answer,contrast,0.00016109
4,model_abstraction_and_breakdown,graph_graph,8,thinking,reasoning,5e-08
4,model_abstraction_and_breakdown,graph_graph,8,thinking,answer,1e-08
4,model_abstraction_and_breakdown,graph_graph,8,thinking,causal,1.3e-07
4,model_abstraction_and_breakdown,graph_graph,8,thinking,uncertainty,1e-07
4,model_abstraction_and_breakdown,graph_graph,8,thinking,contrast,1.62e-06
4,model_abstraction_and_breakdown,graph_graph,8,answer,reasoning,0.00017605
4,model_abstraction_and_breakdown,graph_graph,8,answer,answer,0.00016266
4,model_abstraction_and_breakdown,graph_graph,8,answer,causal,0.00017332
4,model_abstraction_and_breakdown,graph_graph,8,answer,uncertainty,0.00015871
4,model_abstraction_and_breakdown,graph_graph,8,answer,contrast,0.00016013
4,model_abstraction_and_breakdown,graph_graph,9,thinking,reasoning,6e-08
4,model_abstraction_and_breakdown,graph_graph,9,thinking,answer,1e-08
4,model_abstraction_and_breakdown,graph_graph,9,thinking,causal,1.4e-07
4,model_abstraction_and_breakdown,graph_graph,9,thinking,uncertainty,9e-08
4,model_abstraction_and_breakdown,graph_graph,9,thinking,contrast,1.74e-06
4,model_abstraction_and_breakdown,graph_graph,9,answer,reasoning,0.00016938
4,model_abstraction_and_breakdown,graph_graph,9,answer,answer,0.0001483
4,model_abstraction_and_breakdown,graph_graph,9,answer,causal,0.00017334
4,model_abstraction_and_breakdown,graph_graph,9,answer,uncertainty,0.00015765
4,model_abstraction_and_breakdown,graph_graph,9,answer,contrast,0.00014266
4,model_abstraction_and_breakdown,graph_graph,10,thinking,reasoning,6e-08
4,model_abstraction_and_breakdown,graph_graph,10,thinking,answer,1e-08
4,model_abstraction_and_breakdown,graph_graph,10,thinking,causal,1.5e-07
4,model_abstraction_and_breakdown,graph_graph,10,thinking,uncertainty,1e-07
4,model_abstraction_and_breakdown,graph_graph,10,thinking,contrast,1.88e-06
4,model_abstraction_and_breakdown,graph_graph,10,answer,reasoning,0.00015618
4,model_abstraction_and_breakdown,graph_graph,10,answer,answer,0.00015781
4,model_abstraction_and_breakdown,graph_graph,10,answer,causal,0.00018868
4,model_abstraction_and_breakdown,graph_graph,10,answer,uncertainty,0.00015941
4,model_abstraction_and_breakdown,graph_graph,10,answer,contrast,0.00012241
4,model_abstraction_and_breakdown,graph_graph,35,thinking,reasoning,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,answer,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,causal,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,uncertainty,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,contrast,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,reasoning,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,answer,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,causal,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,uncertainty,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,contrast,0.0
4,model_abstraction_and_breakdown,graph_graph,36,thinking,reasoning,0.00021743
4,model_abstraction_and_breakdown,graph_graph,36,thinking,answer,0.00016975
4,model_abstraction_and_breakdown,graph_graph,36,thinking,causal,4.9e-06
4,model_abstraction_and_breakdown,graph_graph,36,thinking,uncertainty,2.775e-05
4,model_abstraction_and_breakdown,graph_graph,36,thinking,contrast,9.761e-05
4,model_abstraction_and_breakdown,graph_graph,36,answer,reasoning,9e-07
4,model_abstraction_and_breakdown,graph_graph,36,answer,answer,7.039e-05
4,model_abstraction_and_breakdown,graph_graph,36,answer,causal,1.933e-05
4,model_abstraction_and_breakdown,graph_graph,36,answer,uncertainty,4e-06
4,model_abstraction_and_breakdown,graph_graph,36,answer,contrast,8.1e-07
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,reasoning,0.0002446
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,answer,0.0002072
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,causal,0.00019301
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,uncertainty,0.0001589
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,contrast,0.00016791
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,reasoning,0.00019748
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,answer,0.00015368
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,causal,0.00017956
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,uncertainty,0.00015743
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,contrast,0.00014354
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,reasoning,5e-08
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,answer,1e-08
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,causal,1e-07
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,uncertainty,9e-08
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,contrast,1.19e-06
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,reasoning,0.00018957
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,answer,0.0001464
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,causal,0.00017693
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,uncertainty,0.00014684
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,contrast,0.00013702
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,reasoning,4e-08
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,answer,1e-08
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,causal,1.1e-07
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,uncertainty,8e-08
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,contrast,1.36e-06
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,reasoning,0.00017085
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,answer,0.00014857
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,causal,0.0001774
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,uncertainty,0.00014671
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,contrast,0.00013052
5,tradeoff_and_non_monotonicity,graph_graph,9,thinking,reasoning,5e-08
